"순번","ID","도시계획코드","분류명","조서ID","고시ID","라벨명","고시일자","X좌표","Y좌표"
"54526","생활서비스시설_공원_0923","ZON216","생활서비스시설_공원"," "," ","마을마당(중동)"," ","",""
"54527","생활서비스시설_공원_0924","ZON216","생활서비스시설_공원"," "," ","소공원(상수동정자마당)"," ","",""
"54528","생활서비스시설_공원_0926","ZON216","생활서비스시설_공원"," "," ","어린이공원(윗잔다리)"," ","",""
"54529","생활서비스시설_공원_0927","ZON216","생활서비스시설_공원"," "," ","어린이공원(잔다리)"," ","",""
"54530","생활서비스시설_공원_0928","ZON216","생활서비스시설_공원"," "," ","어린이공원(다솜)"," ","",""
"54531","생활서비스시설_공원_0930","ZON216","생활서비스시설_공원"," "," ","어린이공원(느티나무)"," ","",""
"54532","생활서비스시설_공원_0936","ZON216","생활서비스시설_공원"," "," ","어린이공원(모세미)"," ","",""
"54533","생활서비스시설_공원_0937","ZON216","생활서비스시설_공원"," "," ","어린이공원(넓은들)"," ","",""
"54534","생활서비스시설_공원_0939","ZON216","생활서비스시설_공원"," "," ","마을마당(신정4)"," ","",""
"54535","생활서비스시설_공원_0940","ZON216","생활서비스시설_공원"," "," ","마을마당(신정1)"," ","",""
"54536","생활서비스시설_공원_0941","ZON216","생활서비스시설_공원"," "," ","어린이공원(꽃사과)"," ","",""
"54537","생활서비스시설_공원_0943","ZON216","생활서비스시설_공원"," "," ","어린이공원(신오)"," ","",""
"54538","생활서비스시설_공원_0944","ZON216","생활서비스시설_공원"," "," ","어린이공원(은하수)"," ","",""
"54539","생활서비스시설_공원_0946","ZON216","생활서비스시설_공원"," "," ","어린이공원(양명)"," ","",""
"54540","생활서비스시설_공원_0947","ZON216","생활서비스시설_공원"," "," ","어린이공원(태양)"," ","",""
"54541","생활서비스시설_공원_0948","ZON216","생활서비스시설_공원"," "," ","어린이공원(신월)"," ","",""
"54542","생활서비스시설_공원_0950","ZON216","생활서비스시설_공원"," "," ","어린이공원(오구)"," ","",""
"54543","생활서비스시설_공원_0722","ZON216","생활서비스시설_공원"," "," ","어린이공원(샛말)"," ","",""
"54544","생활서비스시설_공원_0724","ZON216","생활서비스시설_공원"," "," ","어린이공원(민들래)"," ","",""
"54545","생활서비스시설_공원_0725","ZON216","생활서비스시설_공원"," "," ","근린공원(비석골)"," ","",""
"54546","생활서비스시설_공원_0731","ZON216","생활서비스시설_공원"," "," ","어린이공원(포수동)"," ","",""
"54547","생활서비스시설_공원_0735","ZON216","생활서비스시설_공원"," "," ","마을마당(불광동)"," ","",""
"54548","생활서비스시설_공원_0737","ZON216","생활서비스시설_공원"," "," ","도시자연공원(북한산(시공원))"," ","",""
"54549","생활서비스시설_공원_0742","ZON216","생활서비스시설_공원"," "," ","어린이공원(눌뫼)"," ","",""
"54550","생활서비스시설_공원_0744","ZON216","생활서비스시설_공원"," "," ","어린이공원(길마)"," ","",""
"54551","생활서비스시설_공원_0749","ZON216","생활서비스시설_공원"," "," ","어린이공원(연신)"," ","",""
"54552","생활서비스시설_공원_0752","ZON216","생활서비스시설_공원"," "," ","어린이공원(관동)"," ","",""
"54553","생활서비스시설_공원_0756","ZON216","생활서비스시설_공원"," "," ","마을마당(불광위령탑)"," ","",""
"54554","생활서비스시설_공원_0759","ZON216","생활서비스시설_공원"," "," ","마을마당(응암1동)"," ","",""
"54555","생활서비스시설_공원_0763","ZON216","생활서비스시설_공원"," "," ","어린이공원(새락골)"," ","",""
"54556","생활서비스시설_공원_0766","ZON216","생활서비스시설_공원"," "," ","어린이공원(가람)"," ","",""
"54557","생활서비스시설_공원_0767","ZON216","생활서비스시설_공원"," "," ","근린공원(불광<시공원>)"," ","",""
"54558","생활서비스시설_공원_0768","ZON216","생활서비스시설_공원"," "," ","근린공원((백련)<시공원>)"," ","",""
"54559","생활서비스시설_공원_0771","ZON216","생활서비스시설_공원"," "," ","도시자연공원((북한산)<시공원>)"," ","",""
"54560","생활서비스시설_공원_0931","ZON216","생활서비스시설_공원"," "," ","어린이공원(쌍둥이)"," ","",""
"54561","생활서비스시설_공원_0933","ZON216","생활서비스시설_공원"," "," ","어린이공원(남도)"," ","",""
"54975","생활서비스시설_공원_0727","ZON216","생활서비스시설_공원"," "," ","어린이공원(새나라공원)"," ","",""
"54976","생활서비스시설_공원_0728","ZON216","생활서비스시설_공원"," "," ","어린이공원(연천내)"," ","",""
"54977","생활서비스시설_공원_0729","ZON216","생활서비스시설_공원"," "," ","어린이공원(역말)"," ","",""
"54978","생활서비스시설_공원_0730","ZON216","생활서비스시설_공원"," "," ","어린이공원(응암)"," ","",""
"54979","생활서비스시설_공원_0732","ZON216","생활서비스시설_공원"," "," ","어린이공원(박석)"," ","",""
"54980","생활서비스시설_공원_0733","ZON216","생활서비스시설_공원"," "," ","마을마당(역촌2동)"," ","",""
"54981","생활서비스시설_공원_0734","ZON216","생활서비스시설_공원"," "," ","마을마당(역촌동)"," ","",""
"54982","생활서비스시설_공원_0736","ZON216","생활서비스시설_공원"," "," ","도시자연공원(북한산(시공원))"," ","",""
"54983","생활서비스시설_공원_0738","ZON216","생활서비스시설_공원"," "," ","도시자연공원(북한산(시공원))"," ","",""
"54984","생활서비스시설_공원_0739","ZON216","생활서비스시설_공원"," "," ","도시자연공원(북한산(시공원))"," ","",""
"54985","생활서비스시설_공원_0545","ZON216","생활서비스시설_공원"," "," ","어린이공원(밤골)"," ","",""
"54986","생활서비스시설_공원_0547","ZON216","생활서비스시설_공원"," "," ","어린이공원(소망)"," ","",""
"54987","생활서비스시설_공원_0548","ZON216","생활서비스시설_공원"," "," ","어린이공원(학골)"," ","",""
"54988","생활서비스시설_공원_0549","ZON216","생활서비스시설_공원"," "," ","어린이공원(해태)"," ","",""
"54989","생활서비스시설_공원_0551","ZON216","생활서비스시설_공원"," "," ","마을마당(도봉1동1)"," ","",""
"54990","생활서비스시설_공원_0552","ZON216","생활서비스시설_공원"," "," ","어린이공원(창골)"," ","",""
"54991","생활서비스시설_공원_0554","ZON216","생활서비스시설_공원"," "," ","어린이공원(뒷말)"," ","",""
"54992","생활서비스시설_공원_0555","ZON216","생활서비스시설_공원"," "," ","어린이공원(창고개)"," ","",""
"54993","생활서비스시설_공원_0557","ZON216","생활서비스시설_공원"," "," ","어린이공원(달내)"," ","",""
"54994","생활서비스시설_공원_0558","ZON216","생활서비스시설_공원"," "," ","어린이공원(꽃동네)"," ","",""
"54995","생활서비스시설_공원_0560","ZON216","생활서비스시설_공원"," "," ","근린공원((초안산)<시공원>)"," ","",""
"54996","생활서비스시설_공원_0561","ZON216","생활서비스시설_공원"," "," ","어린이공원(미화)"," ","",""
"54997","생활서비스시설_공원_0562","ZON216","생활서비스시설_공원"," "," ","어린이공원(누원)"," ","",""
"54998","생활서비스시설_공원_0564","ZON216","생활서비스시설_공원"," "," ","근린공원(월천)"," ","",""
"54999","생활서비스시설_공원_0566","ZON216","생활서비스시설_공원"," "," ","마을마당(방학1동)"," ","",""
"55000","생활서비스시설_공원_0567","ZON216","생활서비스시설_공원"," "," ","마을마당(쌍문4동2)"," ","",""
"55001","생활서비스시설_공원_0568","ZON216","생활서비스시설_공원"," "," ","어린이공원(개나리)"," ","",""
"55002","생활서비스시설_공원_0570","ZON216","생활서비스시설_공원"," "," ","어린이공원(유만)"," ","",""
"55003","생활서비스시설_공원_0571","ZON216","생활서비스시설_공원"," "," ","마을마당(쌍문2동)"," ","",""
"55004","생활서비스시설_공원_0573","ZON216","생활서비스시설_공원"," "," ","어린이공원(무지개)"," ","",""
"55005","생활서비스시설_공원_0574","ZON216","생활서비스시설_공원"," "," ","어린이공원(사슴)"," ","",""
"55006","생활서비스시설_공원_0576","ZON216","생활서비스시설_공원"," "," ","어린이공원(샘말)"," ","",""
"55007","생활서비스시설_공원_0577","ZON216","생활서비스시설_공원"," "," ","소공원(창동공원)"," ","",""
"55008","생활서비스시설_공원_0578","ZON216","생활서비스시설_공원"," "," ","소공원(방학동공원)"," ","",""
"55009","생활서비스시설_공원_0580","ZON216","생활서비스시설_공원"," "," ","어린이공원(효자)"," ","",""
"55010","생활서비스시설_공원_0581","ZON216","생활서비스시설_공원"," "," ","어린이공원(모랫)"," ","",""
"55011","생활서비스시설_공원_0582","ZON216","생활서비스시설_공원"," "," ","어린이공원(뱃골)"," ","",""
"55012","생활서비스시설_공원_0585","ZON216","생활서비스시설_공원"," "," ","소공원(방학사거리친수공간)"," ","",""
"55013","생활서비스시설_공원_0586","ZON216","생활서비스시설_공원"," "," ","어린이공원(둥근달)"," ","",""
"55014","생활서비스시설_공원_0588","ZON216","생활서비스시설_공원"," "," ","어린이공원(반석)"," ","",""
"55015","생활서비스시설_공원_0590","ZON216","생활서비스시설_공원"," "," ","어린이공원(무수)"," ","",""
"55016","생활서비스시설_공원_0592","ZON216","생활서비스시설_공원"," "," ","어린이공원(샛별)"," ","",""
"55478","생활서비스시설_공원_0024","ZON216","생활서비스시설_공원"," "," ","근린공원(샛마을)"," ","",""
"55479","생활서비스시설_공원_0025","ZON216","생활서비스시설_공원"," "," ","근린공원(푸른수목원)"," ","",""
"55480","생활서비스시설_공원_0026","ZON216","생활서비스시설_공원"," "," ","근린공원(독립)"," ","",""
"55481","생활서비스시설_공원_0027","ZON216","생활서비스시설_공원"," "," ","근린공원(보라매)"," ","",""
"55482","생활서비스시설_공원_0028","ZON216","생활서비스시설_공원"," "," ","강변공원(이촌지구)"," ","",""
"55483","생활서비스시설_공원_0030","ZON216","생활서비스시설_공원"," "," ","강변공원(양화지구)"," ","",""
"55484","생활서비스시설_공원_0031","ZON216","생활서비스시설_공원"," "," ","강변공원(뚝섬지구)"," ","",""
"53970","생활서비스시설_공원_1698","ZON216","생활서비스시설_공원"," "," ","어린이공원(호순이)"," ","",""
"53971","생활서비스시설_공원_1699","ZON216","생활서비스시설_공원"," "," ","어린이공원(용마)"," ","",""
"53972","생활서비스시설_공원_1700","ZON216","생활서비스시설_공원"," "," ","어린이공원(중대)"," ","",""
"53973","생활서비스시설_공원_1601","ZON216","생활서비스시설_공원"," "," ","어린이공원(개포은행나무)"," ","",""
"53974","생활서비스시설_공원_1602","ZON216","생활서비스시설_공원"," "," ","어린이공원(논현은행나무)"," ","",""
"53975","생활서비스시설_공원_1603","ZON216","생활서비스시설_공원"," "," ","근린공원(한솔)"," ","",""
"53976","생활서비스시설_공원_1754","ZON216","생활서비스시설_공원"," "," ","어린이공원(벌말)"," ","",""
"53977","생활서비스시설_공원_1755","ZON216","생활서비스시설_공원"," "," ","근린공원(송파)"," ","",""
"53978","생활서비스시설_공원_1756","ZON216","생활서비스시설_공원"," "," ","근린공원(마천)"," ","",""
"53979","생활서비스시설_공원_1757","ZON216","생활서비스시설_공원"," "," ","어린이공원(평화)"," ","",""
"53980","생활서비스시설_공원_1758","ZON216","생활서비스시설_공원"," "," ","근린공원(두댐이)"," ","",""
"53981","생활서비스시설_공원_1759","ZON216","생활서비스시설_공원"," "," ","어린이공원(수정)"," ","",""
"53982","생활서비스시설_공원_1760","ZON216","생활서비스시설_공원"," "," ","어린이공원(초록)"," ","",""
"53983","생활서비스시설_공원_1761","ZON216","생활서비스시설_공원"," "," ","근린공원(개나리)"," ","",""
"53984","생활서비스시설_공원_1762","ZON216","생활서비스시설_공원"," "," ","근린공원(한양)"," ","",""
"53985","생활서비스시설_공원_1764","ZON216","생활서비스시설_공원"," "," ","어린이공원(석촌)"," ","",""
"53986","생활서비스시설_공원_1765","ZON216","생활서비스시설_공원"," "," ","근린공원(송파나루<시공원>)"," ","",""
"53987","생활서비스시설_공원_1766","ZON216","생활서비스시설_공원"," "," ","어린이공원(아랫말)"," ","",""
"53988","생활서비스시설_공원_1767","ZON216","생활서비스시설_공원"," "," ","어린이공원(돌무데기)"," ","",""
"53989","생활서비스시설_공원_1768","ZON216","생활서비스시설_공원"," "," ","어린이공원(삼전)"," ","",""
"53990","생활서비스시설_공원_1770","ZON216","생활서비스시설_공원"," "," ","어린이공원(꿈나무)"," ","",""
"53991","생활서비스시설_공원_1771","ZON216","생활서비스시설_공원"," "," ","어린이공원(삼학사)"," ","",""
"53992","생활서비스시설_공원_1773","ZON216","생활서비스시설_공원"," "," ","어린이공원(곰말)"," ","",""
"53993","생활서비스시설_공원_1774","ZON216","생활서비스시설_공원"," "," ","어린이공원(무궁화)"," ","",""
"53994","생활서비스시설_공원_1775","ZON216","생활서비스시설_공원"," "," ","어린이공원(새마을)"," ","",""
"53995","생활서비스시설_공원_1776","ZON216","생활서비스시설_공원"," "," ","마을마당(송파2동)"," ","",""
"53996","생활서비스시설_공원_1778","ZON216","생활서비스시설_공원"," "," ","어린이공원(안산골)"," ","",""
"53997","생활서비스시설_공원_1780","ZON216","생활서비스시설_공원"," "," ","마을마당(삼전동)"," ","",""
"53998","생활서비스시설_공원_1781","ZON216","생활서비스시설_공원"," "," ","어린이공원(천사)"," ","",""
"53999","생활서비스시설_공원_1782","ZON216","생활서비스시설_공원"," "," ","근린공원(상일)"," ","",""
"54000","생활서비스시설_공원_1784","ZON216","생활서비스시설_공원"," "," ","어린이공원(달님)"," ","",""
"54001","생활서비스시설_공원_1785","ZON216","생활서비스시설_공원"," "," ","어린이공원(안말)"," ","",""
"54002","생활서비스시설_공원_1787","ZON216","생활서비스시설_공원"," "," ","근린공원(암사동)"," ","",""
"53964","생활서비스시설_공원_1423","ZON216","생활서비스시설_공원"," "," ","어린이공원(남현)"," ","",""
"53965","생활서비스시설_공원_1427","ZON216","생활서비스시설_공원"," "," ","어린이공원(예촌)"," ","",""
"53966","생활서비스시설_공원_1430","ZON216","생활서비스시설_공원"," "," ","어린이공원(선봉)"," ","",""
"53967","생활서비스시설_공원_1433","ZON216","생활서비스시설_공원"," "," ","어린이공원(새싹)"," ","",""
"53968","생활서비스시설_공원_1436","ZON216","생활서비스시설_공원"," "," ","어린이공원(문성)"," ","",""
"53969","생활서비스시설_공원_1696","ZON216","생활서비스시설_공원"," "," ","근린공원(백토)"," ","",""
"54003","생활서비스시설_공원_1788","ZON216","생활서비스시설_공원"," "," ","어린이공원(샘물)"," ","",""
"54004","생활서비스시설_공원_1789","ZON216","생활서비스시설_공원"," "," ","어린이공원(무지개)"," ","",""
"54005","생활서비스시설_공원_1790","ZON216","생활서비스시설_공원"," "," ","어린이공원(광진)"," ","",""
"54006","생활서비스시설_공원_1791","ZON216","생활서비스시설_공원"," "," ","어린이공원(한우물)"," ","",""
"54007","생활서비스시설_공원_1793","ZON216","생활서비스시설_공원"," "," ","어린이공원(동산)"," ","",""
"54008","생활서비스시설_공원_1795","ZON216","생활서비스시설_공원"," "," ","어린이공원(둔촌)"," ","",""
"54562","생활서비스시설_공원_0934","ZON216","생활서비스시설_공원"," "," ","어린이공원(푸른)"," ","",""
"54563","생활서비스시설_공원_0778","ZON216","생활서비스시설_공원"," "," ","마을마당(쌈지마당)"," ","",""
"54564","생활서비스시설_공원_0790","ZON216","생활서비스시설_공원"," "," ","어린이공원(거북이)"," ","",""
"54565","생활서비스시설_공원_0794","ZON216","생활서비스시설_공원"," "," ","어린이공원(시루메)"," ","",""
"54566","생활서비스시설_공원_0796","ZON216","생활서비스시설_공원"," "," ","근린공원(녹번서)"," ","",""
"54567","생활서비스시설_공원_0798","ZON216","생활서비스시설_공원"," "," ","마을마당(조리)"," ","",""
"54568","생활서비스시설_공원_0801","ZON216","생활서비스시설_공원"," "," ","마을마당(한울타리)"," ","",""
"54569","생활서비스시설_공원_0802","ZON216","생활서비스시설_공원"," "," ","마을마당(만우)"," ","",""
"54570","생활서비스시설_공원_0942","ZON216","생활서비스시설_공원"," "," ","어린이공원(꿈나무)"," ","",""
"54571","생활서비스시설_공원_0945","ZON216","생활서비스시설_공원"," "," ","어린이공원(당곡)"," ","",""
"54572","생활서비스시설_공원_0949","ZON216","생활서비스시설_공원"," "," ","어린이공원(영도)"," ","",""
"54573","생활서비스시설_공원_0952","ZON216","생활서비스시설_공원"," "," ","어린이공원(해태)"," ","",""
"54574","생활서비스시설_공원_0956","ZON216","생활서비스시설_공원"," "," ","마을마당(신월7동)"," ","",""
"54575","생활서비스시설_공원_0957","ZON216","생활서비스시설_공원"," "," ","근린공원(목동)"," ","",""
"54576","생활서비스시설_공원_0963","ZON216","생활서비스시설_공원"," "," ","어린이공원(신세계)"," ","",""
"54577","생활서비스시설_공원_0970","ZON216","생활서비스시설_공원"," "," ","근린공원(신트리)"," ","",""
"54578","생활서비스시설_공원_0972","ZON216","생활서비스시설_공원"," "," ","근린공원(용왕산<시공원>)"," ","",""
"54579","생활서비스시설_공원_0973","ZON216","생활서비스시설_공원"," "," ","기타공원(장수공원)"," ","",""
"54580","생활서비스시설_공원_0976","ZON216","생활서비스시설_공원"," "," ","근린공원(칼산<시공원>)"," ","",""
"54581","생활서비스시설_공원_0978","ZON216","생활서비스시설_공원"," "," ","근린공원(양천)"," ","",""
"54582","생활서비스시설_공원_0981","ZON216","생활서비스시설_공원"," "," ","근린공원(곰달래)"," ","",""
"54583","생활서비스시설_공원_0987","ZON216","생활서비스시설_공원"," "," ","어린이공원(홍익)"," ","",""
"54584","생활서비스시설_공원_0991","ZON216","생활서비스시설_공원"," "," ","어린이공원(달님)"," ","",""
"54585","생활서비스시설_공원_0994","ZON216","생활서비스시설_공원"," "," ","어린이공원(무지개)"," ","",""
"54586","생활서비스시설_공원_0998","ZON216","생활서비스시설_공원"," "," ","근린공원(독서)"," ","",""
"54587","생활서비스시설_공원_1002","ZON216","생활서비스시설_공원"," "," ","어린이공원(앞산)"," ","",""
"54588","생활서비스시설_공원_1003","ZON216","생활서비스시설_공원"," "," ","어린이공원(진달래)"," ","",""
"55017","생활서비스시설_공원_0593","ZON216","생활서비스시설_공원"," "," ","어린이공원(창원)"," ","",""
"55018","생활서비스시설_공원_0594","ZON216","생활서비스시설_공원"," "," ","어린이공원(물방울)"," ","",""
"55019","생활서비스시설_공원_0596","ZON216","생활서비스시설_공원"," "," ","어린이공원(호돌이)"," ","",""
"55020","생활서비스시설_공원_0597","ZON216","생활서비스시설_공원"," "," ","어린이공원(새싹)"," ","",""
"55021","생활서비스시설_공원_0598","ZON216","생활서비스시설_공원"," "," ","어린이공원(매봉)"," ","",""
"55022","생활서비스시설_공원_0600","ZON216","생활서비스시설_공원"," "," ","어린이공원(각심)"," ","",""
"55023","생활서비스시설_공원_0502","ZON216","생활서비스시설_공원"," "," ","마을마당(쌈지)"," ","",""
"55024","생활서비스시설_공원_0504","ZON216","생활서비스시설_공원"," "," ","근린공원(솔밭)"," ","",""
"55025","생활서비스시설_공원_0507","ZON216","생활서비스시설_공원"," "," ","마을마당(흰구름)"," ","",""
"55026","생활서비스시설_공원_0510","ZON216","생활서비스시설_공원"," "," ","어린이공원(소귀)"," ","",""
"55027","생활서비스시설_공원_0514","ZON216","생활서비스시설_공원"," "," ","마을마당(소귀골)"," ","",""
"55028","생활서비스시설_공원_0518","ZON216","생활서비스시설_공원"," "," ","마을마당(인수)"," ","",""
"55029","생활서비스시설_공원_0521","ZON216","생활서비스시설_공원"," "," ","어린이공원(논골)"," ","",""
"55030","생활서비스시설_공원_0524","ZON216","생활서비스시설_공원"," "," ","어린이공원(미아도심소)"," ","",""
"55031","생활서비스시설_공원_0527","ZON216","생활서비스시설_공원"," "," ","강변공원(우이천)"," ","",""
"55032","생활서비스시설_공원_0530","ZON216","생활서비스시설_공원"," "," ","어린이공원(벌말)"," ","",""
"55033","생활서비스시설_공원_0532","ZON216","생활서비스시설_공원"," "," ","어린이공원(솔샘)"," ","",""
"55034","생활서비스시설_공원_0534","ZON216","생활서비스시설_공원"," "," ","어린이공원(으뜸)"," ","",""
"55035","생활서비스시설_공원_0538","ZON216","생활서비스시설_공원"," "," ","마을마당(수유1동1마을공원)"," ","",""
"55036","생활서비스시설_공원_0541","ZON216","생활서비스시설_공원"," "," ","마을마당(도봉1동2)"," ","",""
"55037","생활서비스시설_공원_0546","ZON216","생활서비스시설_공원"," "," ","어린이공원(은행나무)"," ","",""
"55038","생활서비스시설_공원_0550","ZON216","생활서비스시설_공원"," "," ","마을마당(방학3동)"," ","",""
"55039","생활서비스시설_공원_0553","ZON216","생활서비스시설_공원"," "," ","어린이공원(대창)"," ","",""
"55040","생활서비스시설_공원_0556","ZON216","생활서비스시설_공원"," "," ","어린이공원(무궁화)"," ","",""
"55041","생활서비스시설_공원_0559","ZON216","생활서비스시설_공원"," "," ","어린이공원(새동네)"," ","",""
"55042","생활서비스시설_공원_0563","ZON216","생활서비스시설_공원"," "," ","어린이공원(노해)"," ","",""
"55043","생활서비스시설_공원_0565","ZON216","생활서비스시설_공원"," "," ","기타공원(도봉산역만남의광장)"," ","",""
"55044","생활서비스시설_공원_0569","ZON216","생활서비스시설_공원"," "," ","소공원(창3동 마을공원)"," ","",""
"55045","생활서비스시설_공원_0572","ZON216","생활서비스시설_공원"," "," ","마을마당(쌍문4동1)"," ","",""
"55046","생활서비스시설_공원_0575","ZON216","생활서비스시설_공원"," "," ","어린이공원(생잇들)"," ","",""
"55047","생활서비스시설_공원_0496","ZON216","생활서비스시설_공원"," "," ","어린이공원(버드나무)"," ","",""
"55048","생활서비스시설_공원_0498","ZON216","생활서비스시설_공원"," "," ","어린이공원(미루나무)"," ","",""
"55049","생활서비스시설_공원_0500","ZON216","생활서비스시설_공원"," "," ","어린이공원(보등골)"," ","",""
"55050","생활서비스시설_공원_0503","ZON216","생활서비스시설_공원"," "," ","어린이공원(푸른)"," ","",""
"55051","생활서비스시설_공원_0505","ZON216","생활서비스시설_공원"," "," ","어린이공원(색동)"," ","",""
"55052","생활서비스시설_공원_0506","ZON216","생활서비스시설_공원"," "," ","마을마당(삼산길)"," ","",""
"55053","생활서비스시설_공원_0001","ZON216","생활서비스시설_공원"," "," ","강변공원(강서지구)"," ","",""
"55054","생활서비스시설_공원_0003","ZON216","생활서비스시설_공원"," "," ","도시자연공원((청계산)<서울대공원>)"," ","",""
"55485","생활서비스시설_공원_0032","ZON216","생활서비스시설_공원"," "," ","근린공원(문정동근린공원)"," ","",""
"55486","생활서비스시설_공원_0267","ZON216","생활서비스시설_공원"," "," ","어린이공원(구둘)"," ","",""
"55487","생활서비스시설_공원_0268","ZON216","생활서비스시설_공원"," "," ","어린이공원(한아름)"," ","",""
"55488","생활서비스시설_공원_0269","ZON216","생활서비스시설_공원"," "," ","어린이공원(푸른동산)"," ","",""
"55489","생활서비스시설_공원_0270","ZON216","생활서비스시설_공원"," "," ","어린이공원(구의가로휴식)"," ","",""
"55490","생활서비스시설_공원_0091","ZON216","생활서비스시설_공원"," "," ","근린공원(동묘)"," ","",""
"55491","생활서비스시설_공원_0092","ZON216","생활서비스시설_공원"," "," ","근린공원(종묘)"," ","",""
"55492","생활서비스시설_공원_0095","ZON216","생활서비스시설_공원"," "," ","광장(세종로광장)"," ","",""
"55493","생활서비스시설_공원_0097","ZON216","생활서비스시설_공원"," "," ","어린이공원(경학)"," ","",""
"55494","생활서비스시설_공원_0100","ZON216","생활서비스시설_공원"," "," ","소공원(효자동쉼터)"," ","",""
"55495","생활서비스시설_공원_0102","ZON216","생활서비스시설_공원"," "," ","근린공원(연지)"," ","",""
"55496","생활서비스시설_공원_0103","ZON216","생활서비스시설_공원"," "," ","어린이공원(참샘골)"," ","",""
"55497","생활서비스시설_공원_0033","ZON216","생활서비스시설_공원"," "," ","강변공원(망원지구)"," ","",""
"55498","생활서비스시설_공원_0034","ZON216","생활서비스시설_공원"," "," ","강변공원((광나루지구))"," ","",""
"54009","생활서비스시설_공원_1796","ZON216","생활서비스시설_공원"," "," ","어린이공원(미리내)"," ","",""
"54010","생활서비스시설_공원_1797","ZON216","생활서비스시설_공원"," "," ","근린공원(송림)"," ","",""
"54011","생활서비스시설_공원_1798","ZON216","생활서비스시설_공원"," "," ","어린이공원(명우)"," ","",""
"54012","생활서비스시설_공원_1800","ZON216","생활서비스시설_공원"," "," ","어린이공원(방아다리)"," ","",""
"54013","생활서비스시설_공원_1703","ZON216","생활서비스시설_공원"," "," ","어린이공원(옛동산)"," ","",""
"54014","생활서비스시설_공원_1707","ZON216","생활서비스시설_공원"," "," ","어린이공원(늘봄)"," ","",""
"54015","생활서비스시설_공원_1710","ZON216","생활서비스시설_공원"," "," ","근린공원(방이동고분)"," ","",""
"54016","생활서비스시설_공원_1714","ZON216","생활서비스시설_공원"," "," ","어린이공원(훙이)"," ","",""
"54017","생활서비스시설_공원_1715","ZON216","생활서비스시설_공원"," "," ","근린공원(백제초기적석총)"," ","",""
"54018","생활서비스시설_공원_1716","ZON216","생활서비스시설_공원"," "," ","기타공원(올림픽공원)"," ","",""
"54019","생활서비스시설_공원_1750","ZON216","생활서비스시설_공원"," "," ","어린이공원(동호수)"," ","",""
"54020","생활서비스시설_공원_1753","ZON216","생활서비스시설_공원"," "," ","어린이공원(삼밭나루)"," ","",""
"54021","생활서비스시설_공원_1515","ZON216","생활서비스시설_공원"," "," ","어린이공원(코아)"," ","",""
"54022","생활서비스시설_공원_1519","ZON216","생활서비스시설_공원"," "," ","근린공원(명주)"," ","",""
"54023","생활서비스시설_공원_1522","ZON216","생활서비스시설_공원"," "," ","마을마당(방배2동)"," ","",""
"54024","생활서비스시설_공원_1524","ZON216","생활서비스시설_공원"," "," ","근린공원(반포)"," ","",""
"54025","생활서비스시설_공원_1529","ZON216","생활서비스시설_공원"," "," ","어린이공원(노고지리)"," ","",""
"54026","생활서비스시설_공원_1533","ZON216","생활서비스시설_공원"," "," ","근린공원(바우뫼)"," ","",""
"54027","생활서비스시설_공원_1534","ZON216","생활서비스시설_공원"," "," ","근린공원(양재천)"," ","",""
"54028","생활서비스시설_공원_1537","ZON216","생활서비스시설_공원"," "," ","어린이공원(새쟁이)"," ","",""
"54029","생활서비스시설_공원_1539","ZON216","생활서비스시설_공원"," "," ","도시자연공원(인능산3<시공원>)"," ","",""
"54030","생활서비스시설_공원_1545","ZON216","생활서비스시설_공원"," "," ","도시자연공원(인능산2<시공원>)"," ","",""
"54031","생활서비스시설_공원_1548","ZON216","생활서비스시설_공원"," "," ","근린공원(신동)"," ","",""
"54032","생활서비스시설_공원_1550","ZON216","생활서비스시설_공원"," "," ","도시자연공원(청계산<시공원>)"," ","",""
"54033","생활서비스시설_공원_1554","ZON216","생활서비스시설_공원"," "," ","어린이공원(새말)"," ","",""
"54034","생활서비스시설_공원_1557","ZON216","생활서비스시설_공원"," "," ","어린이공원(언남)"," ","",""
"54035","생활서비스시설_공원_1561","ZON216","생활서비스시설_공원"," "," ","어린이공원(원터)"," ","",""
"54036","생활서비스시설_공원_1565","ZON216","생활서비스시설_공원"," "," ","어린이공원(나리)"," ","",""
"54037","생활서비스시설_공원_1569","ZON216","생활서비스시설_공원"," "," ","어린이공원(청룡)"," ","",""
"54038","생활서비스시설_공원_1572","ZON216","생활서비스시설_공원"," "," ","어린이공원(일원새싹)"," ","",""
"54039","생활서비스시설_공원_1574","ZON216","생활서비스시설_공원"," "," ","어린이공원(못골)"," ","",""
"54040","생활서비스시설_공원_1578","ZON216","생활서비스시설_공원"," "," ","마을마당(은곡)"," ","",""
"54041","생활서비스시설_공원_1582","ZON216","생활서비스시설_공원"," "," ","근린공원(신사)"," ","",""
"54589","생활서비스시설_공원_1004","ZON216","생활서비스시설_공원"," "," ","어린이공원(신대)"," ","",""
"54590","생활서비스시설_공원_1006","ZON216","생활서비스시설_공원"," "," ","마을마당(신정2)"," ","",""
"54591","생활서비스시설_공원_1008","ZON216","생활서비스시설_공원"," "," ","어린이공원(호돌이)"," ","",""
"54592","생활서비스시설_공원_1009","ZON216","생활서비스시설_공원"," "," ","어린이공원(안산)"," ","",""
"54593","생활서비스시설_공원_1010","ZON216","생활서비스시설_공원"," "," ","어린이공원(돌다리)"," ","",""
