"동대문구","40~44세",24811,12848,11963,107.4,23693,12319,11374,108.3
"동대문구","45~49세",23145,11813,11332,104.2,22203,11375,10828,105.1
"동대문구","50~54세",26693,13260,13433,98.7,25658,12789,12869,99.4
"동대문구","55~59세",24361,12132,12229,99.2,23419,11703,11716,99.9
"동대문구","60~64세",25806,12457,13349,93.3,25176,12176,13000,93.7
"동대문구","65~69세",21370,10187,11183,91.1,20957,9999,10958,91.2
"동대문구","70~74세",15276,6961,8315,83.7,15107,6883,8224,83.7
"동대문구","75~79세",12120,5297,6823,77.6,12050,5271,6779,77.8
"동대문구","80~84세",8886,3691,5195,71.0,8844,3680,5164,71.3
"동대문구","85~89세",3901,1409,2492,56.5,3873,1399,2474,56.5
"동대문구","90~94세",1123,338,785,43.1,1120,338,782,43.2
"동대문구","95~99세",229,49,180,27.2,227,47,180,26.1
"동대문구","100세이상",45,9,36,25.0,45,9,36,25.0
"동대문구","15세미만",28934,14803,14131,104.8,28479,14592,13887,105.1
"동대문구","15~64세",258825,126926,131899,96.2,237949,119021,118928,100.1
"동대문구","65세이상",62950,27941,35009,79.8,62223,27626,34597,79.9
"동대문구","85세이상",5298,1805,3493,51.7,5265,1793,3472,51.6
"동대문구","평균연령",43.4,42.9,43.9,-,44.2,43.4,44.9,-
"동대문구","중위연령",42.4,42.1,42.7,-,43.7,42.9,44.7,-
"중랑구","합계",379127,185196,193931,95.5,372054,182393,189661,96.2
"중랑구","0~4세",9285,4728,4557,103.8,9101,4638,4463,103.9
"중랑구","5~9세",11071,5694,5377,105.9,10901,5598,5303,105.6
"중랑구","10~14세",11530,5912,5618,105.2,11398,5845,5553,105.3
"중랑구","15~19세",12378,6283,6095,103.1,12250,6220,6030,103.2
"중랑구","20~24세",20163,9728,10435,93.2,19582,9537,10045,94.9
"중랑구","25~29세",31691,15253,16438,92.8,30809,14922,15887,93.9
"중랑구","30~34세",30927,15560,15367,101.3,29953,15189,14764,102.9
"중랑구","35~39세",26740,13850,12890,107.4,25929,13511,12418,108.8
"중랑구","40~44세",27569,14484,13085,110.7,27003,14261,12742,111.9
"중랑구","45~49세",25927,13146,12781,102.9,25426,12957,12469,103.9
"중랑구","50~54세",32436,15779,16657,94.7,31823,15522,16301,95.2
"중랑구","55~59세",31897,15442,16455,93.8,31314,15225,16089,94.6
"중랑구","60~64세",34137,16496,17641,93.5,33726,16336,17390,93.9
"중랑구","65~69세",26619,12620,13999,90.1,26324,12501,13823,90.4
"중랑구","70~74세",18378,8562,9816,87.2,18229,8499,9730,87.3
"중랑구","75~79세",13410,5940,7470,79.5,13357,5927,7430,79.8
"중랑구","80~84세",9436,3962,5474,72.4,9406,3950,5456,72.4
"중랑구","85~89세",3977,1394,2583,54.0,3972,1394,2578,54.1
"중랑구","90~94세",1253,305,948,32.2,1249,303,946,32.0
"중랑구","95~99세",267,52,215,24.2,266,52,214,24.3
"중랑구","100세이상",36,6,30,20.0,36,6,30,20.0
"중랑구","15세미만",31886,16334,15552,105.0,31400,16081,15319,105.0
"중랑구","15~64세",273865,136021,137844,98.7,267815,133680,134135,99.7
"중랑구","65세이상",73376,32841,40535,81.0,72839,32632,40207,81.2
"중랑구","85세이상",5533,1757,3776,46.5,5523,1755,3768,46.6
"중랑구","평균연령",45.6,44.8,46.4,-,45.8,44.9,46.6,-
"중랑구","중위연령",46.7,45.4,48.0,-,46.9,45.6,48.3,-
"성북구","합계",436113,207284,228829,90.6,421015,201519,219496,91.8
"성북구","0~4세",10792,5608,5184,108.2,10628,5524,5104,108.2
"성북구","5~9세",15000,7600,7400,102.7,14799,7496,7303,102.6
"성북구","10~14세",16354,8405,7949,105.7,16249,8348,7901,105.7
"성북구","15~19세",21240,10210,11030,92.6,20113,9868,10245,96.3
"성북구","20~24세",39404,16673,22731,73.3,34903,15251,19652,77.6
"성북구","25~29세",36117,17840,18277,97.6,33487,16851,16636,101.3
"성북구","30~34세",29617,14827,14790,100.3,28069,14175,13894,102.0
"성북구","35~39세",28547,14175,14372,98.6,27362,13638,13724,99.4
"성북구","40~44세",31830,15671,16159,97.0,30906,15276,15630,97.7
"성북구","45~49세",32814,15932,16882,94.4,32115,15620,16495,94.7
"성북구","50~54세",37279,18347,18932,96.9,36601,18053,18548,97.3
"성북구","55~59세",30527,14801,15726,94.1,30027,14575,15452,94.3
"성북구","60~64세",31063,14629,16434,89.0,30689,14474,16215,89.3
"성북구","65~69세",25050,11544,13506,85.5,24809,11442,13367,85.6
"성북구","70~74세",18081,8037,10044,80.0,17962,7981,9981,80.0
"성북구","75~79세",14474,6148,8326,73.8,14424,6127,8297,73.8
"성북구","80~84세",11046,4559,6487,70.3,11020,4552,6468,70.4
"성북구","85~89세",4938,1767,3171,55.7,4923,1762,3161,55.7
"성북구","90~94세",1582,443,1139,38.9,1576,440,1136,38.7
"성북구","95~99세",324,62,262,23.7,321,61,260,23.5
"성북구","100세이상",34,6,28,21.4,32,5,27,18.5
"성북구","15세미만",42146,21613,20533,105.3,41676,21368,20308,105.2
"성북구","15~64세",318438,153105,165333,92.6,304272,147781,156491,94.4
"성북구","65세이상",75529,32566,42963,75.8,75067,32370,42697,75.8
"성북구","85세이상",6878,2278,4600,49.5,6852,2268,4584,49.5
"성북구","평균연령",43.2,42.4,43.9,-,43.6,42.7,44.4,-
"성북구","중위연령",43.2,42.5,43.8,-,43.9,43.0,44.9,-
"강북구","합계",287788,138515,149273,92.8,282191,136441,145750,93.6
"강북구","0~4세",5162,2665,2497,106.7,5062,2606,2456,106.1
"강북구","5~9세",7539,3856,3683,104.7,7469,3827,3642,105.1
"강북구","10~14세",8954,4592,4362,105.3,8903,4566,4337,105.3
"강북구","15~19세",10240,5072,5168,98.1,10025,4987,5038,99.0
"강북구","20~24세",17696,7972,9724,82.0,16784,7657,9127,83.9
"강북구","25~29세",22359,11093,11266,98.5,21605,10859,10746,101.1
"강북구","30~34세",18762,9673,9089,106.4,18109,9455,8654,109.3
"강북구","35~39세",16934,8878,8056,110.2,16376,8677,7699,112.7
"강북구","40~44세",19833,10330,9503,108.7,19416,10184,9232,110.3
"강북구","45~49세",21063,10640,10423,102.1,20729,10504,10225,102.7
"강북구","50~54세",25549,12518,13031,96.1,25147,12364,12783,96.7
"강북구","55~59세",23628,11450,12178,94.0,23222,11284,11938,94.5
"강북구","60~64세",25366,11896,13470,88.3,25027,11750,13277,88.5
"강북구","65~69세",20908,9648,11260,85.7,20685,9554,11131,85.8
"강북구","70~74세",16184,7060,9124,77.4,16089,7016,9073,77.3
"강북구","75~79세",12813,5371,7442,72.2,12774,5358,7416,72.2
"강북구","80~84세",9483,3924,5559,70.6,9468,3920,5548,70.7
"강북구","85~89세",3897,1488,2409,61.8,3888,1485,2403,61.8
"강북구","90~94세",1145,334,811,41.2,1142,333,809,41.2
"강북구","95~99세",234,45,189,23.8,233,45,188,23.9
"강북구","100세이상",39,10,29,34.5,38,10,28,35.7
"강북구","15세미만",21655,11113,10542,105.4,21434,10999,10435,105.4
"강북구","15~64세",201430,99522,101908,97.7,196440,97721,98719,99.0
"강북구","65세이상",64703,27880,36823,75.7,64317,27721,36596,75.7
"강북구","85세이상",5315,1877,3438,54.6,5301,1873,3428,54.6
"강북구","평균연령",47.2,46.1,48.2,-,47.3,46.2,48.4,-
"강북구","중위연령",49.0,47.6,50.4,-,49.3,47.8,50.7,-
"도봉구","합계",304137,146600,157537,93.1,300792,145412,155380,93.6
"도봉구","0~4세",6230,3292,2938,112.0,6180,3260,2920,111.6
"도봉구","5~9세",9076,4679,4397,106.4,9042,4659,4383,106.3
"도봉구","10~14세",10577,5472,5105,107.2,10545,5457,5088,107.3
"도봉구","15~19세",11882,5963,5919,100.7,11763,5944,5819,102.1
"도봉구","20~24세",17203,8197,9006,91.0,16771,8080,8691,93.0
"도봉구","25~29세",21465,10732,10733,100.0,21034,10598,10436,101.6
"도봉구","30~34세",19149,9695,9454,102.5,18674,9541,9133,104.5
"도봉구","35~39세",18174,9355,8819,106.1,17811,9228,8583,107.5
"도봉구","40~44세",20975,10587,10388,101.9,20706,10479,10227,102.5
"도봉구","45~49세",22131,10817,11314,95.6,21905,10731,11174,96.0
"도봉구","50~54세",27536,13156,14380,91.5,27274,13040,14234,91.6
"도봉구","55~59세",25757,12258,13499,90.8,25539,12167,13372,91.0
"도봉구","60~64세",28167,13048,15119,86.3,27995,12982,15013,86.5
"도봉구","65~69세",22854,10839,12015,90.2,22728,10787,11941,90.3
"도봉구","70~74세",15822,7450,8372,89.0,15749,7418,8331,89.0
"도봉구","75~79세",12002,5304,6698,79.2,11974,5293,6681,79.2
"도봉구","80~84세",9242,3895,5347,72.8,9221,3892,5329,73.0
"도봉구","85~89세",4146,1418,2728,52.0,4141,1417,2724,52.0
"도봉구","90~94세",1386,359,1027,35.0,1383,359,1024,35.1
"도봉구","95~99세",322,73,249,29.3,319,72,247,29.1
"도봉구","100세이상",41,11,30,36.7,38,8,30,26.7
"도봉구","15세미만",25883,13443,12440,108.1,25767,13376,12391,107.9
"도봉구","15~64세",212439,103808,108631,95.6,209472,102790,106682,96.4
"도봉구","65세이상",65815,29349,36466,80.5,65553,29246,36307,80.6
"도봉구","85세이상",5895,1861,4034,46.1,5881,1856,4025,46.1
"도봉구","평균연령",46.8,45.7,47.8,-,46.9,45.8,48.0,-
"도봉구","중위연령",49.0,47.7,50.3,-,49.2,47.7,50.5,-
"노원구","합계",496423,238120,258303,92.2,490547,235612,254935,92.4
"노원구","0~4세",11363,5885,5478,107.4,11270,5833,5437,107.3
"노원구","5~9세",16739,8576,8163,105.1,16636,8520,8116,105.0
"노원구","10~14세",21818,11344,10474,108.3,21770,11316,10454,108.2
"노원구","15~19세",26350,13543,12807,105.7,26098,13417,12681,105.8
"노원구","20~24세",36244,17851,18393,97.1,34980,17328,17652,98.2
"노원구","25~29세",33502,17223,16279,105.8,32538,16782,15756,106.5
"노원구","30~34세",30655,15292,15363,99.5,29949,15007,14942,100.4
"노원구","35~39세",29931,14959,14972,99.9,29344,14719,14625,100.6
"노원구","40~44세",36176,17462,18714,93.3,35760,17283,18477,93.5
"노원구","45~49세",40587,19138,21449,89.2,40247,18999,21248,89.4
"노원구","50~54세",46280,22272,24008,92.8,45965,22135,23830,92.9
"노원구","55~59세",37847,18198,19649,92.6,37543,18079,19464,92.9
"노원구","60~64세",39134,18221,20913,87.1,38915,18138,20777,87.3
"노원구","65~69세",31416,14499,16917,85.7,31270,14443,16827,85.8
"노원구","70~74세",21713,9826,11887,82.7,21660,9804,11856,82.7
"노원구","75~79세",16123,6734,9389,71.7,16086,6720,9366,71.7
"노원구","80~84세",12182,4638,7544,61.5,12163,4631,7532,61.5
"노원구","85~89세",5865,1849,4016,46.0,5860,1848,4012,46.1
"노원구","90~94세",1989,516,1473,35.0,1987,516,1471,35.1
"노원구","95~99세",439,82,357,23.0,437,82,355,23.1
"노원구","100세이상",70,12,58,20.7,69,12,57,21.1
"노원구","15세미만",49920,25805,24115,107.0,49676,25669,24007,106.9
"노원구","15~64세",356706,174159,182547,95.4,351339,171887,179452,95.8
"노원구","65세이상",89797,38156,51641,73.9,89532,38056,51476,73.9
"노원구","85세이상",8363,2459,5904,41.6,8353,2458,5895,41.7
"노원구","평균연령",44.2,42.9,45.5,-,44.3,43.0,45.6,-
"노원구","중위연령",45.7,44.1,47.2,-,45.9,44.3,47.4,-
"은평구","합계",454649,216315,238334,90.8,449047,214001,235046,91.0
"은평구","0~4세",10892,5640,5252,107.4,10793,5593,5200,107.6
"은평구","5~9세",14660,7540,7120,105.9,14544,7484,7060,106.0
"은평구","10~14세",16562,8455,8107,104.3,16476,8412,8064,104.3
"은평구","15~19세",18411,9412,8999,104.6,18276,9334,8942,104.4
"은평구","20~24세",24720,11822,12898,91.7,24412,11728,12684,92.5
"은평구","25~29세",35576,16381,19195,85.3,34988,16205,18783,86.3
"은평구","30~34세",33649,16402,17247,95.1,32913,16130,16783,96.1
"은평구","35~39세",31070,15337,15733,97.5,30376,15040,15336,98.1
"은평구","40~44세",34728,17366,17362,100.0,34202,17139,17063,100.4
"은평구","45~49세",35033,17168,17865,96.1,34642,16984,17658,96.2
"은평구","50~54세",39888,19268,20620,93.4,39385,19050,20335,93.7
"은평구","55~59세",34643,16385,18258,89.7,34159,16180,17979,90.0
"은평구","60~64세",36771,17171,19600,87.6,36399,17004,19395,87.7
"은평구","65~69세",29520,13359,16161,82.7,29224,13224,16000,82.7
"은평구","70~74세",21493,9570,11923,80.3,21357,9508,11849,80.2
"은평구","75~79세",16800,7168,9632,74.4,16739,7138,9601,74.3
"은평구","80~84세",12538,5285,7253,72.9,12491,5269,7222,73.0
"은평구","85~89세",5683,2038,3645,55.9,5666,2034,3632,56.0
"은평구","90~94세",1627,469,1158,40.5,1622,467,1155,40.4
"은평구","95~99세",342,68,274,24.8,340,67,273,24.5
"은평구","100세이상",43,11,32,34.4,43,11,32,34.4
"은평구","15세미만",42114,21635,20479,105.6,41813,21489,20324,105.7
"은평구","15~64세",324489,156712,167777,93.4,319752,154794,164958,93.8
"은평구","65세이상",88046,37968,50078,75.8,87482,37718,49764,75.8
"은평구","85세이상",7695,2586,5109,50.6,7671,2579,5092,50.6
"은평구","평균연령",45.2,44.2,46.1,-,45.2,44.2,46.2,-
"은평구","중위연령",46.1,44.9,47.2,-,46.2,45.0,47.3,-
"서대문구","합계",318308,146857,171451,85.7,301315,141124,160191,88.1
"서대문구","0~4세",7843,4034,3809,105.9,7604,3913,3691,106.0
"서대문구","5~9세",10358,5199,5159,100.8,9962,4988,4974,100.3
"서대문구","10~14세",10262,5190,5072,102.3,10043,5087,4956,102.6
"서대문구","15~19세",13578,5943,7635,77.8,12688,5714,6974,81.9
"서대문구","20~24세",32452,11825,20627,57.3,27028,10640,16388,64.9
"서대문구","25~29세",30417,14228,16189,87.9,27529,13407,14122,94.9
"서대문구","30~34세",23625,11478,12147,94.5,22083,10880,11203,97.1
"서대문구","35~39세",21431,10598,10833,97.8,20270,10066,10204,98.6
"서대문구","40~44세",22419,11101,11318,98.1,21486,10721,10765,99.6
"서대문구","45~49세",21735,10599,11136,95.2,20970,10231,10739,95.3
"서대문구","50~54세",25628,12411,13217,93.9,24814,12015,12799,93.9
"서대문구","55~59세",22063,10598,11465,92.4,21473,10318,11155,92.5
"서대문구","60~64세",22368,10613,11755,90.3,21858,10389,11469,90.6
"서대문구","65~69세",17433,8065,9368,86.1,17116,7903,9213,85.8
